property_type,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,floor_category,luxury_category,area_room_ratio
flat,sector 56,1.39,8424.0,1650.0,3,2,3,South,Old Property,1850.0,1750.0,1650.0,0,1,0,1,0,furnished,Mid Floor,Medium,550.0
flat,sector 50,1.88,10479.0,1794.0,3,3,3+,North,Moderately Old,1794.0,1790.0,1450.0,0,0,0,0,1,furnished,High Floor,High,598.0
flat,sector 65,2.79,14170.0,1969.0,3,3,3,East,New Property,1828.0,,,0,0,0,0,0,semifurnished,High Floor,Low,656.3333333333334
flat,sector 61,2.5,16139.0,1549.0,3,3,1,East,Undefined,,1549.0,,0,0,0,0,0,semifurnished,Low Floor,Medium,516.3333333333334
flat,sector 31,1.25,11574.0,1080.0,2,2,2,,Old Property,,,1080.0,0,0,0,0,0,semifurnished,Low Floor,Low,540.0
flat,sector 107,0.37,6752.0,548.0,2,2,1,South,Relatively New,548.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,274.0
flat,sector 33,0.4,6421.0,623.0,2,2,2,,Undefined,,623.0,599.0,0,0,0,0,0,semifurnished,Mid Floor,Low,311.5
flat,manesar,0.9,3478.0,2588.0,3,3,3,,Old Property,2588.0,1900.0,,0,1,0,0,0,unfurnished,Low Floor,Low,862.6666666666666
flat,sector 28,2.35,13225.0,1777.0,3,3,2,North-East,Old Property,1777.0,,,0,1,0,0,0,semifurnished,High Floor,Medium,592.3333333333334
house,sector 26,17.3,38737.0,4466.0,6,7,3+,North,New Property,,4518.0,,1,1,1,1,0,furnished,Mid Floor,Medium,744.3333333333334
house,sector 25,6.5,36111.0,1800.0,5,5,3+,East,Old Property,,1800.0,,1,1,1,1,0,furnished,Mid Floor,Medium,360.0
flat,sector 43,1.5,12658.0,1185.0,3,3,3+,North-East,Old Property,1400.0,1385.0,1185.0,0,0,1,0,0,furnished,Mid Floor,High,395.0
flat,sector 85,1.73,6758.0,2560.0,4,5,3+,East,Relatively New,2560.0,2017.0,,0,1,0,0,0,semifurnished,Mid Floor,Low,640.0
flat,sector 72,5.0,11364.0,4400.0,4,4,3+,North-East,New Property,4400.0,4000.0,3500.0,1,1,1,0,0,furnished,Low Floor,High,1100.0
flat,sector 69,1.7,8458.0,2010.0,4,4,2,South-West,Relatively New,2010.0,,1610.0,1,1,1,1,0,semifurnished,Mid Floor,High,502.5
flat,sector 61,2.57,15767.0,1630.0,3,3,2,North-East,Under Construction,,,1630.0,1,0,0,0,0,semifurnished,Mid Floor,Low,543.3333333333334
flat,sector 85,2.2,5641.0,3900.0,4,6,3,North-West,Relatively New,3950.0,3920.0,3900.0,0,1,0,0,0,semifurnished,Mid Floor,High,975.0
flat,sector 86,1.55,6579.0,2356.0,4,4,3+,North-East,Moderately Old,2356.0,,1750.0,0,1,0,1,0,furnished,High Floor,Medium,589.0
flat,sector 95,0.6,4800.0,1250.0,2,2,3,North-East,Undefined,,1250.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,625.0
flat,sector 70a,2.55,11860.0,2150.0,3,3,3,North-East,New Property,2150.0,2000.0,,0,1,0,1,1,furnished,High Floor,High,716.6666666666666
flat,manesar,1.25,4715.0,2651.0,3,3,3+,,Moderately Old,,,2650.0,0,1,0,0,0,semifurnished,Mid Floor,Low,883.6666666666666
flat,sector 104,1.35,9568.0,1411.0,3,2,2,East,New Property,1359.0,,861.97,0,0,0,0,0,semifurnished,High Floor,Low,470.3333333333333
flat,sector 3,0.58,6105.0,950.0,2,2,2,North-East,Old Property,950.0,900.0,744.0,0,0,0,0,0,semifurnished,Low Floor,Medium,475.0
flat,sector 80,0.85,12409.0,685.0,1,1,1,,Relatively New,,,685.0,0,0,0,0,0,semifurnished,High Floor,Medium,685.0
flat,sector 22,3.5,19444.0,1800.0,3,4,3+,East,New Property,,,1800.0,0,1,0,0,0,furnished,Mid Floor,Medium,600.0
flat,sector 48,1.42,8606.0,1650.0,3,3,3,North-West,Moderately Old,1650.0,,,0,0,1,0,0,unfurnished,Low Floor,High,550.0
flat,sector 72,3.5,11427.0,3063.0,4,5,3+,West,Relatively New,,2625.0,,0,1,0,0,1,semifurnished,Mid Floor,Low,765.75
flat,sector 79,1.47,16261.0,904.0,2,2,3,North-East,New Property,,,84.01,1,0,0,0,0,semifurnished,Mid Floor,Medium,452.0
flat,sohna road,0.73,5775.0,1264.0,2,2,3,West,Relatively New,1264.0,,730.0,0,0,0,1,0,semifurnished,Mid Floor,Low,632.0
house,sector 25,4.45,32963.0,1350.0,4,3,3+,West,Moderately Old,,1350.0,,0,0,1,0,0,semifurnished,Low Floor,Medium,337.5
house,sector 103,2.25,6367.0,3534.0,3,5,3+,South,Undefined,,3534.0,2000.0,0,0,0,0,0,semifurnished,Mid Floor,Low,1178.0
flat,sector 69,1.65,8871.0,1860.0,3,3,2,,Relatively New,,1578.0,,0,0,0,0,0,furnished,Low Floor,Medium,620.0
house,sector 7,0.75,12500.0,600.0,3,5,3,South-East,Moderately Old,,600.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,200.0
flat,sector 79,0.78,6023.0,1295.0,2,2,3+,,New Property,1295.0,,,0,0,0,0,1,semifurnished,Low Floor,Medium,647.5
flat,sector 50,1.05,10628.0,988.0,2,2,2,North,Moderately Old,,,988.0,0,0,0,0,0,semifurnished,Low Floor,Medium,494.0
flat,sector 56,1.54,8324.0,1850.0,3,3,2,South,Old Property,2000.0,1920.0,1850.0,0,1,0,1,0,furnished,Mid Floor,Medium,616.6666666666666
flat,sector 50,2.35,11768.0,1997.0,3,3,3+,North-East,Moderately Old,1997.0,1950.0,1850.0,0,0,0,0,0,furnished,Mid Floor,High,665.6666666666666
flat,sector 69,1.85,9204.0,2010.0,4,4,2,North-East,Relatively New,2010.0,,,0,0,0,0,0,furnished,High Floor,High,502.5
flat,sector 84,0.34,5832.0,583.0,2,2,1,East,Relatively New,583.0,,484.0,0,0,1,0,0,semifurnished,Mid Floor,Medium,291.5
flat,sector 95,0.25,6579.0,380.0,1,1,1,,New Property,380.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,380.0
flat,sector 4,1.05,7778.0,1350.0,3,2,2,,New Property,,,1350.0,0,0,0,0,0,furnished,Low Floor,Low,450.0
house,sector 50,11.29,34846.0,3240.0,5,5,3+,,Moderately Old,,3240.0,,1,0,0,1,0,semifurnished,Low Floor,Low,648.0
house,sector 52,8.0,25543.0,3132.0,6,5,3+,East,Undefined,,,348.0,0,0,0,0,0,semifurnished,Mid Floor,Low,522.0
flat,sector 2,0.4,8602.0,465.0,1,1,1,North,Moderately Old,465.0,450.0,425.0,0,0,0,0,0,furnished,Mid Floor,Low,465.0
flat,sector 37c,1.5,6361.0,2358.0,3,4,3+,North-East,New Property,2358.0,,,0,1,0,0,1,semifurnished,High Floor,Medium,786.0
flat,sector 106,1.5,6369.0,2355.0,4,6,3+,North-West,Relatively New,2355.0,1535.0,1403.0,0,1,0,0,0,semifurnished,High Floor,High,588.75
house,sector 5,3.5,14787.0,2367.0,5,4,2,North,Old Property,,2367.0,,0,0,0,1,1,semifurnished,Low Floor,Low,473.4
flat,sector 21,1.3,6500.0,2000.0,5,5,2,South-East,Old Property,,2400.0,2200.0,1,1,1,0,0,furnished,Low Floor,Low,400.0
house,sector 15,1.8,10000.0,1800.0,4,3,1,North-East,Old Property,,1800.0,,0,0,0,0,0,semifurnished,Low Floor,Low,450.0
flat,sector 99a,1.23,6159.0,1997.0,3,5,3,North-East,Relatively New,1997.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,665.6666666666666
flat,sector 92,0.85,6741.0,1261.0,3,2,2,,Undefined,,1261.0,,0,0,0,0,0,semifurnished,High Floor,Low,420.3333333333333
flat,sector 22,3.99,12913.0,3090.0,3,5,3+,,New Property,3090.0,,,0,1,0,0,0,unfurnished,Mid Floor,Medium,1030.0
flat,sector 84,0.3,6667.0,450.0,1,1,1,,New Property,,,450.0,0,0,0,0,0,furnished,High Floor,Low,450.0
flat,sector 79,0.83,5425.0,1530.0,2,2,3,North-East,New Property,,,1530.0,1,0,0,0,0,unfurnished,Mid Floor,Low,765.0
house,sector 9a,4.5,14286.0,3150.0,9,9,3+,,Relatively New,,14.0,,1,0,0,1,1,furnished,Mid Floor,Low,350.0
flat,sector 84,0.35,7246.0,483.0,2,2,2,East,Relatively New,,,483.0,0,0,0,0,0,semifurnished,Mid Floor,Low,241.5
flat,sector 89,1.85,8605.0,2150.0,3,3,3+,South-West,New Property,2150.0,,,0,1,0,0,0,semifurnished,High Floor,Low,716.6666666666666
flat,sector 61,1.6,13913.0,1150.0,2,2,2,,Under Construction,,,1150.0,0,0,0,0,0,semifurnished,Mid Floor,Low,575.0
flat,sector 84,0.79,4580.0,1725.0,3,3,3+,West,New Property,1725.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,575.0
flat,sector 36a,0.65,8953.0,726.0,2,2,2,,Relatively New,726.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,363.0
flat,sector 110,1.6,2993.0,5346.0,2,2,2,,Relatively New,,,66.0,0,0,0,0,0,semifurnished,Low Floor,Low,2673.0
flat,sector 85,2.0,11869.0,1685.0,3,4,3,West,Relatively New,2408.0,,1685.0,0,1,0,0,0,semifurnished,Mid Floor,High,561.6666666666666
house,sector 9,0.5,6083.0,822.0,3,2,1,,Undefined,,822.0,750.0,0,0,0,0,0,semifurnished,Low Floor,Low,274.0
flat,sector 89,1.5,8571.0,1750.0,3,3,3,,New Property,,,1750.0,0,0,0,0,1,semifurnished,Low Floor,Low,583.3333333333334
flat,sector 90,1.51,6387.0,2364.0,4,4,3+,South,Relatively New,2364.0,2362.0,2360.0,0,1,0,1,0,furnished,Mid Floor,Medium,591.0
flat,sector 81,2.25,8459.0,2660.0,3,4,3+,West,Relatively New,2660.0,2300.0,2100.0,1,1,1,0,0,furnished,Mid Floor,Medium,886.6666666666666
flat,sector 79,1.55,8540.0,1815.0,3,4,3,South-West,Relatively New,1815.0,,1071.33,0,1,0,0,0,furnished,High Floor,High,605.0
flat,sector 91,1.65,6346.0,2600.0,4,4,3+,West,Moderately Old,2364.0,,,0,1,0,0,0,semifurnished,High Floor,Medium,650.0
flat,sector 67,3.5,14843.0,2358.0,3,4,3+,South,Relatively New,2358.0,,,0,1,0,0,0,furnished,High Floor,High,786.0
house,sector 28,2.58,17695.0,1458.0,4,2,2,,Undefined,,,1300.0,0,0,0,0,0,semifurnished,Low Floor,Low,364.5
flat,sector 103,1.1,6243.0,1762.0,3,3,3+,North-East,New Property,1762.0,1500.0,1300.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,587.3333333333334
flat,manesar,0.5,3846.0,1300.0,2,2,0,,Under Construction,,1300.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,650.0
flat,sector 85,1.05,6402.0,1640.0,2,2,3,North-East,Relatively New,1640.0,,,0,0,0,0,0,semifurnished,High Floor,Low,820.0
flat,sector 67a,0.55,10516.0,523.0,2,2,2,South-West,Relatively New,,,523.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,261.5
flat,sector 90,0.7,5323.0,1315.0,2,2,3,East,New Property,1352.0,1350.0,,1,0,0,0,0,semifurnished,Mid Floor,Medium,657.5
flat,sector 81,1.0,8000.0,1250.0,2,2,2,,Relatively New,1250.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,625.0
flat,sector 54,1.75,7955.0,2200.0,3,4,3+,East,Moderately Old,2200.0,1900.0,1700.0,0,1,0,0,0,furnished,Mid Floor,Medium,733.3333333333334
flat,sohna road,0.9,6254.0,1439.0,3,3,3,North-West,Relatively New,,,1439.0,0,0,0,1,0,semifurnished,Mid Floor,Medium,479.6666666666667
flat,sector 103,1.01,8080.0,1250.0,2,2,3,West,Relatively New,1423.0,,1250.0,0,0,1,0,0,furnished,Mid Floor,High,625.0
house,sector 109,9.5,26389.0,3600.0,5,5,3+,South,Relatively New,,3600.0,,1,1,1,1,0,semifurnished,Low Floor,Medium,720.0
house,sector 28,9.0,27778.0,3240.0,6,7,3+,North,Moderately Old,,3240.0,,1,1,1,1,0,semifurnished,Mid Floor,Medium,540.0
house,sector 82,3.2,14350.0,2230.0,3,4,3,,New Property,,2160.0,,1,1,1,1,0,semifurnished,Low Floor,Medium,743.3333333333334
flat,sector 106,0.97,8818.0,1100.0,2,2,3,North-East,New Property,1385.0,1200.0,1100.0,0,0,0,1,0,furnished,Mid Floor,High,550.0
house,sector 48,7.35,22812.0,3222.0,4,5,2,South,Moderately Old,,3222.0,,1,1,1,1,0,furnished,Low Floor,Medium,805.5
flat,sector 92,0.82,5384.0,1523.0,3,3,3+,West,Undefined,,1523.0,,0,0,0,0,0,semifurnished,High Floor,Low,507.6666666666667
house,sector 8,0.32,7111.0,450.0,2,3,1,North-East,Relatively New,,450.0,300.0,0,0,0,0,0,semifurnished,Low Floor,Low,225.0
flat,sector 86,1.4,5942.0,2356.0,4,4,3+,South-East,Relatively New,2356.0,,,0,1,0,1,0,semifurnished,High Floor,Medium,589.0
flat,sector 70,2.35,9792.0,2400.0,4,4,3+,West,Moderately Old,,,2400.0,0,1,0,0,0,semifurnished,Mid Floor,Medium,600.0
flat,sector 33,3.3,13750.0,2400.0,3,3,3,,Under Construction,,,2400.0,1,1,1,1,0,semifurnished,Low Floor,Medium,800.0
flat,sector 61,2.0,12912.0,1549.0,3,3,2,,New Property,,,1549.0,0,0,0,0,1,semifurnished,Mid Floor,Medium,516.3333333333334
flat,sector 82a,2.7,10481.0,2576.0,4,4,3+,East,Moderately Old,2576.0,,1306.0,0,1,0,0,0,semifurnished,High Floor,Low,644.0
house,sector 82,5.0,15432.0,3240.0,4,4,3+,East,Relatively New,,3240.0,,0,1,1,1,0,semifurnished,Mid Floor,Low,810.0
house,sector 4,0.65,1146.0,5670.0,1,1,1,South-East,Moderately Old,,70.0,,0,0,0,0,1,semifurnished,Low Floor,Low,5670.0
flat,sector 72,3.4,15561.0,2185.0,3,4,3+,,Moderately Old,2185.0,,,0,1,0,0,0,semifurnished,Mid Floor,Low,728.3333333333334
flat,sector 111,3.9,13000.0,3000.0,4,5,3+,North-East,Relatively New,3000.0,,2950.0,0,1,0,0,0,unfurnished,Mid Floor,High,750.0
flat,sector 66,1.51,15130.0,998.0,2,2,2,North,Relatively New,1200.0,1188.0,998.0,0,0,0,1,0,furnished,Mid Floor,Medium,499.0
flat,sector 86,1.6,8294.0,1929.0,3,3,1,North-East,Relatively New,1929.0,,,0,0,0,1,0,semifurnished,High Floor,Medium,643.0
flat,sector 92,1.25,6098.0,2050.0,3,3,3,,Under Construction,,,2050.0,0,1,0,0,0,semifurnished,High Floor,Low,683.3333333333334
flat,sohna road,0.4,6557.0,610.0,2,2,1,South,New Property,,,602.0,0,0,0,0,0,furnished,Low Floor,Medium,305.0
flat,sector 37c,1.1,5405.0,2035.0,3,4,3,West,Relatively New,2035.0,,1760.0,1,1,0,0,0,semifurnished,Mid Floor,Low,678.3333333333334
flat,sector 83,1.0,5747.0,1740.0,3,3,2,South-East,Relatively New,1740.0,,,0,0,1,0,0,furnished,Low Floor,High,580.0
flat,sector 79,1.93,8532.0,2262.0,3,4,3+,East,Relatively New,2262.0,,,0,1,0,0,0,semifurnished,Mid Floor,High,754.0
flat,sector 85,1.05,6162.0,1704.0,2,2,3+,West,Relatively New,1671.0,,,0,0,1,0,0,semifurnished,Mid Floor,Medium,852.0
flat,sector 68,0.82,6949.0,1180.0,2,2,3+,,Under Construction,1180.0,,,0,0,0,0,1,semifurnished,High Floor,Medium,590.0
flat,sector 85,0.55,5789.0,950.0,2,2,2,North-East,Relatively New,1115.0,1050.0,950.0,0,0,0,0,1,semifurnished,Mid Floor,High,475.0
house,sector 103,3.15,6702.0,4700.0,4,5,0,East,Undefined,,4700.0,,0,0,0,0,0,semifurnished,High Floor,Medium,1175.0
flat,sector 102,1.6,9697.0,1650.0,3,3,3,,Relatively New,1650.0,,1022.58,0,0,0,0,0,semifurnished,Mid Floor,Low,550.0
flat,sector 47,2.4,11505.0,2086.0,3,3,3+,,Moderately Old,2086.0,,,0,1,0,0,0,furnished,Mid Floor,Medium,695.3333333333334
flat,sector 90,1.3,5253.0,2475.0,4,5,2,North-East,Relatively New,2475.0,,1825.0,1,1,0,0,0,semifurnished,Mid Floor,Medium,618.75
house,sector 106,5.6,14000.0,4000.0,5,4,3+,North-East,New Property,,4000.0,,1,1,1,1,0,semifurnished,High Floor,High,800.0
flat,sector 48,1.8,10251.0,1756.0,3,4,3,North-West,Moderately Old,,,1756.0,1,0,0,0,0,furnished,Mid Floor,Medium,585.3333333333334
flat,sector 109,1.68,6601.0,2545.0,3,3,3+,East,Moderately Old,2545.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,848.3333333333334
house,sector 49,6.75,15000.0,4500.0,5,4,2,North,New Property,,4500.0,,0,0,0,0,1,semifurnished,Low Floor,Low,900.0
flat,sector 76,1.46,5499.0,2655.0,4,6,3+,,New Property,2650.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,663.75
flat,sector 78,1.2,6494.0,1848.0,3,3,2,,Moderately Old,2250.0,,1848.0,0,0,0,1,0,unfurnished,Mid Floor,Low,616.0
flat,sector 11,0.36,5150.0,699.0,2,2,0,,Undefined,,699.0,,0,0,0,0,0,semifurnished,High Floor,Low,349.5
flat,sohna road,0.25,5187.0,482.0,2,2,1,North,Relatively New,,,481.684525,0,0,0,1,0,semifurnished,Low Floor,Medium,241.0
flat,sector 4,0.39,4105.0,950.0,2,2,1,North-East,Undefined,,950.0,750.0,0,0,0,0,0,semifurnished,Low Floor,Low,475.0
house,sector 7,0.45,5000.0,900.0,3,2,0,,Undefined,,,900.0,0,0,0,0,0,semifurnished,Low Floor,Low,300.0
house,sector 43,10.85,28841.0,3762.0,8,8,3,West,Moderately Old,,3762.0,,1,1,1,1,0,unfurnished,Mid Floor,High,470.25
flat,sector 85,1.3,7927.0,1640.0,2,2,2,,New Property,1640.0,,,0,0,0,0,0,semifurnished,High Floor,Medium,820.0
flat,sector 90,2.0,7334.0,2727.0,4,4,3+,East,Moderately Old,2727.0,,,0,1,0,0,1,semifurnished,High Floor,Low,681.75
flat,sector 72,3.85,13253.0,2905.0,4,5,3+,North,Relatively New,2905.0,,,0,1,0,0,0,furnished,High Floor,High,726.25
flat,sector 107,0.28,5726.0,489.0,2,2,2,West,Relatively New,,,489.0,0,0,0,0,0,semifurnished,Mid Floor,Low,244.5
house,sector 48,4.75,20299.0,2340.0,7,7,3,North-East,Moderately Old,,2340.0,,1,0,0,0,0,furnished,Low Floor,Low,334.2857142857143
flat,sector 92,0.5,5000.0,1000.0,2,2,2,,Relatively New,1000.0,,,0,0,0,0,1,semifurnished,Low Floor,Medium,500.0
flat,sector 70a,1.3,9220.0,1410.0,2,2,3,,Moderately Old,1420.0,,1410.0,0,0,0,0,0,furnished,High Floor,Low,705.0
flat,sector 89,1.2,8433.0,1423.0,3,3,2,North-East,New Property,,,1423.0,0,0,0,0,0,semifurnished,Low Floor,Low,474.3333333333333
flat,sector 112,2.5,13889.0,1800.0,2,2,3,East,Relatively New,2441.0,1939.03,1800.0,1,0,0,1,0,furnished,Mid Floor,High,900.0
flat,sector 88b,0.92,6815.0,1350.0,2,2,3,,New Property,,1350.0,1120.0,0,0,0,0,0,semifurnished,Mid Floor,Low,675.0
house,sector 12,2.9,10741.0,2700.0,7,7,3,South-West,Old Property,,2700.0,,0,0,0,0,0,semifurnished,Low Floor,Low,385.7142857142857
flat,sector 68,1.25,10246.0,1220.0,2,2,3,,New Property,1220.0,,694.0,0,0,0,0,0,semifurnished,Mid Floor,Low,610.0
flat,sector 102,2.1,9772.0,2149.0,3,4,3+,East,Relatively New,2149.0,,,1,1,0,0,0,semifurnished,Mid Floor,Medium,716.3333333333334
house,sector 23,5.65,17706.0,3191.0,7,7,3+,West,Moderately Old,,5000.0,4000.0,0,1,0,1,0,semifurnished,Low Floor,Medium,455.85714285714283
flat,sector 106,1.25,10656.0,1173.0,3,4,3,East,Relatively New,1900.0,1305.0,1173.0,1,1,0,0,0,semifurnished,High Floor,High,391.0
flat,sector 102,1.3,7879.0,1650.0,3,3,3,East,Relatively New,1650.0,,1022.58,0,1,0,0,0,furnished,Mid Floor,Medium,550.0
flat,sector 90,1.2,6218.0,1930.0,3,3,3+,North,Relatively New,1930.0,,,0,0,0,0,0,semifurnished,High Floor,Low,643.3333333333334
flat,sector 11,0.33,4269.0,773.0,2,2,0,,Undefined,,761.0,,0,0,0,0,0,semifurnished,High Floor,Low,386.5
flat,gwal pahari,1.38,9650.0,1430.0,3,3,2,East,Relatively New,1430.0,,,0,0,0,0,0,furnished,Low Floor,High,476.6666666666667
flat,sector 37c,1.2,6916.0,1735.0,3,4,3,South-West,Relatively New,1735.0,1635.0,1535.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,578.3333333333334
flat,sector 2,1.55,8073.0,1920.0,3,4,3+,East,Old Property,1920.0,,,0,1,0,0,0,semifurnished,Mid Floor,Medium,640.0
flat,sector 85,1.04,8320.0,1250.0,2,2,3,East,New Property,1640.0,1550.0,1250.0,0,0,0,0,1,semifurnished,High Floor,Medium,625.0
house,sector 66,11.0,33951.0,3240.0,5,6,3+,North-East,New Property,,3240.0,,1,1,1,1,0,furnished,Low Floor,High,648.0
flat,sector 2,1.0,10000.0,1000.0,2,3,0,,Undefined,,1000.0,,0,0,0,0,0,semifurnished,Low Floor,Low,500.0
flat,manesar,1.65,5893.0,2800.0,4,3,3,,New Property,,,2800.0,0,1,0,0,0,semifurnished,Mid Floor,Low,700.0
flat,sector 102,1.91,9550.0,2000.0,3,4,2,East,Relatively New,2000.0,,1228.17,1,1,0,0,0,furnished,High Floor,High,666.6666666666666
flat,sector 2,0.35,4375.0,800.0,2,2,2,East,Relatively New,,800.0,600.0,0,0,0,0,0,semifurnished,Mid Floor,Low,400.0
house,sector 70a,6.5,27873.0,2332.0,4,4,3+,North-East,New Property,,299.0,,1,1,0,1,0,furnished,Low Floor,High,583.0
house,sector 50,8.45,26153.0,3231.0,3,3,2,North-East,Old Property,,359.0,,1,1,0,0,0,furnished,Low Floor,Medium,1077.0
flat,sector 106,1.4,6001.0,2333.0,3,4,3+,,Under Construction,1760.0,,,1,1,0,0,1,semifurnished,High Floor,Medium,777.6666666666666
flat,sector 28,1.35,11739.0,1150.0,2,2,2,East,Old Property,1150.0,1120.0,1050.0,0,0,1,0,0,semifurnished,High Floor,Medium,575.0
flat,sector 37c,1.0,6506.0,1537.0,3,3,3+,,Relatively New,,,1537.0,0,0,0,0,0,furnished,Mid Floor,Low,512.3333333333334
house,sector 37d,1.27,8089.0,1570.0,3,3,3,East,Under Construction,,1570.0,,0,0,0,1,0,semifurnished,Mid Floor,Medium,523.3333333333334
flat,gwal pahari,1.0,13333.0,750.0,2,2,2,,New Property,,,750.0,0,0,0,0,0,furnished,Mid Floor,Low,375.0
flat,sector 83,1.04,5699.0,1825.0,3,2,2,South-West,Moderately Old,1755.0,1500.0,1100.0,0,0,0,0,0,semifurnished,Low Floor,Medium,608.3333333333334
flat,sector 78,0.95,5491.0,1730.0,3,3,2,East,Relatively New,,1730.0,,0,0,0,0,0,furnished,Mid Floor,Medium,576.6666666666666
house,sector 12,1.7,8000.0,2125.0,5,5,3,,Moderately Old,,2000.0,,0,0,0,1,1,semifurnished,Mid Floor,Low,425.0
flat,sector 67,3.15,12847.0,2452.0,3,4,3+,South,Relatively New,2452.0,,,0,1,0,1,0,furnished,High Floor,Medium,817.3333333333334
flat,sector 109,1.97,7490.0,2630.0,4,4,2,North-East,Relatively New,2630.0,,,0,1,0,1,0,semifurnished,High Floor,Low,657.5
flat,sector 68,1.32,8759.0,1507.0,2,2,3,North-East,Relatively New,1507.0,,,1,0,0,0,0,semifurnished,High Floor,Medium,753.5
flat,sector 2,1.36,7645.0,1779.0,3,3,3+,South-West,Moderately Old,1780.0,,,0,0,0,0,0,semifurnished,Mid Floor,Medium,593.0
flat,sector 104,1.58,9117.0,1733.0,2,3,3,North-East,Relatively New,1700.0,,,0,1,0,0,0,semifurnished,High Floor,Medium,866.5
house,sector 3,0.6,6000.0,1000.0,1,1,0,,Undefined,,1000.0,,0,0,0,0,0,semifurnished,Low Floor,Low,1000.0
house,sector 57,3.3,19097.0,1728.0,4,4,2,South-East,Moderately Old,,1728.0,,0,0,1,0,0,furnished,Mid Floor,Medium,432.0
flat,sector 83,0.87,6988.0,1245.0,2,2,2,East,Moderately Old,1245.0,,,0,0,0,0,0,semifurnished,Mid Floor,Low,622.5
flat,sector 81,0.4,6319.0,633.0,2,2,1,South,Relatively New,633.0,,539.0,0,0,0,0,0,semifurnished,High Floor,Low,316.5
flat,sector 107,1.45,6141.0,2361.0,3,4,3+,South,Relatively New,2361.0,1900.0,,0,1,0,0,0,semifurnished,Mid Floor,Medium,787.0
flat,sector 106,1.34,9551.0,1403.0,4,5,3+,South-East,Relatively New,2355.0,1535.0,1403.0,0,1,0,0,0,semifurnished,Mid Floor,Low,350.75
flat,sector 81,1.4,7735.0,1810.0,3,3,3+,North-West,Relatively New,1810.0,,1180.0,0,0,0,0,0,semifurnished,Mid Floor,Medium,603.3333333333334
house,sector 50,7.0,23333.0,3000.0,4,4,2,North-East,Old Property,,3400.0,3000.0,0,1,0,0,0,semifurnished,Mid Floor,Medium,750.0
house,sector 14,5.5,16975.0,3240.0,5,4,2,East,Old Property,,355.0,300.0,1,0,0,0,0,semifurnished,Low Floor,Low,648.0
flat,sector 65,1.95,15997.0,1219.0,2,2,3,,Under Construction,1261.0,,,0,0,0,0,0,semifurnished,High Floor,Low,609.5
flat,sector 102,1.45,14174.0,1023.0,3,3,3,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,semifurnished,Mid Floor,High,341.0
flat,sector 14,1.7,7391.0,2300.0,5,5,2,North-West,Old Property,,,2300.0,1,0,1,1,0,unfurnished,Low Floor,Medium,460.0
flat,sector 69,1.37,8676.0,1579.0,3,3,1,East,Relatively New,1578.0,,1538.0,0,0,0,1,0,semifurnished,High Floor,Medium,526.3333333333334
house,sector 25,16.0,26667.0,6000.0,6,5,2,East,Relatively New,,6000.0,,0,0,0,0,0,semifurnished,Mid Floor,Low,1000.0
flat,sector 23,0.16,2051.0,780.0,2,2,2,,Moderately Old,780.0,,,0,0,0,0,0,semifurnished,Low Floor,Low,390.0
flat,sector 110,4.49,11572.0,3880.0,5,5,3+,North-East,Relatively New,3880.0,,,0,1,0,0,0,semifurnished,Mid Floor,High,776.0
flat,sector 2,0.98,6960.0,1408.0,2,2,3,East,Moderately Old,1415.0,,,0,0,0,0,0,semifurnished,Low Floor,Medium,704.0
flat,sector 37c,0.66,5038.0,1310.0,2,2,3+,,Undefined,,1310.0,,0,0,0,0,0,semifurnished,High Floor,Medium,655.0
flat,sector 90,1.8,6601.0,2727.0,4,4,3+,,Moderately Old,2727.0,,,0,0,0,0,0,semifurnished,High Floor,Medium,681.75
house,sector 43,13.0,48148.0,2700.0,3,3,3+,North,New Property,,2700.0,,0,0,0,1,0,furnished,Mid Floor,Low,900.0
house,sector 109,12.5,26670.0,4687.0,5,6,3,East,Relatively New,,4500.0,,1,1,1,1,0,semifurnished,Mid Floor,Medium,937.4
flat,sector 37c,0.33,3568.0,925.0,2,2,1,West,Relatively New,925.0,850.0,800.0,0,0,0,0,0,furnished,Mid Floor,High,462.5
house,sector 43,1.9,3909.0,4860.0,3,3,3+,,Old Property,,60.0,,0,0,0,0,0,unfurnished,Mid Floor,Low,1620.0
house,sector 57,8.31,24171.0,3438.0,5,6,3+,North-East,Old Property,,3438.0,,1,1,1,1,0,semifurnished,Mid Floor,Low,687.6
